name,noise,preprocessing,recording,transfering,video_building,Inference,wer,nb word,cer,nb character,groundtruth,prediction
chen,0,mediapipe,5.199955224990845,0.033533334732055664,0.033265113830566406,2.6674652099609375,0.125,8,0.037037037037037035,34,YOU CANT JUDGE A BOOK BY ITS COVER,YOU CAN'T JUDGE A BOOK BY ITS COVER
chen,0,mediapipe,5.133265018463135,0.03351950645446777,0.03332996368408203,2.434457778930664,0.5,4,0.29411764705882354,20,LOOK BEFORE YOU LEAP,ONLY BEFORE YOU REAP
chen,0,mediapipe,4.699979782104492,0.03335404396057129,0.03333783149719238,2.067578077316284,1.0,5,1.0666666666666667,19,ITS A PIECE OF CAKE,THESE COMPANIES GO AHEAD
chen,0,mediapipe,4.066605806350708,0.0333251953125,0.033548593521118164,2.100937843322754,1.0,3,0.875,18,IGNORANCE IS BLISS,THE CONGRESS IS PLEASE
chen,0,mediapipe,6.3331382274627686,0.03355669975280762,0.03329944610595703,3.0007832050323486,0.2222222222222222,9,0.18181818181818182,41,WELL CROSS THAT BRIDGE WHEN WE COME TO IT,WE CROSS THAT BRIDGE WE COME TO IT
chen,0,mediapipe,5.299942970275879,0.03343820571899414,0.03337812423706055,2.7014272212982178,0.3333333333333333,6,0.037037037037037035,32,TIME FLIES WHEN YOURE HAVING FUN,TIME FLIES WHEN YOU ARE HAVING FUN
chen,0,mediapipe,3.799962282180786,0.03334474563598633,0.03351116180419922,2.034278154373169,0.5,6,0.5,25,HE HAS BIGGER FISH TO FRY,IT HAS BEEN FINISHED TO FRY
chen,0,mediapipe,7.499912977218628,0.033353328704833984,0.033516645431518555,4.300722599029541,1.4,10,0.9361702127659575,56,THE ROBOT CANT MAKE AN OMELET WITHOUT BREAKING SOME EGGS,SO APPARENTLY I THOUGHT OF IT AND HOPE THAT IF IT'S NOT PRINTED SOMETIMES
chen,0,mediapipe,4.966524362564087,0.03342032432556152,0.033322811126708984,2.467669725418091,0.42857142857142855,7,0.30434782608695654,29,YOUR GUESS IS AS GOOD AS MINE,SO GUYS IT'S AS GOOD AS MINE
chen,0,mediapipe,5.066494941711426,0.03336191177368164,0.033319711685180664,2.8709325790405273,0.7142857142857143,7,0.7931034482758621,35,A PICTURE IS WORTH A THOUSAND WORDS,A PATIENT JUST WANTS A SLOWER VOICE
daniel,0,mediapipe,3.033235788345337,0.03333592414855957,0.033417463302612305,1.6009864807128906,1.0,5,0.42857142857142855,25,ITS RAINING CATS AND DOGS,TRAINING HAS NOT
daniel,0,mediapipe,3.7665977478027344,0.03341841697692871,0.033310651779174805,2.103792190551758,1.1428571428571428,7,0.6470588235294118,40,SWISS CHESSE AND SWISS FRIENDS ARE GREAT,AND WHAT SHE DOES WITH FRIENDS I KNOW AND
daniel,0,mediapipe,2.866621971130371,0.0333552360534668,0.0334630012512207,1.6674582958221436,0.8333333333333334,6,0.7307692307692307,31,EVERY CLOUD HAS A SILVER LINING,EVERY A LITTLE DISTANCE OVER HERE
daniel,0,mediapipe,3.2333381175994873,0.03338217735290527,0.03328394889831543,1.8342885971069336,1.0,7,0.7222222222222222,42,DONT COUNT YOUR CHICKENS BEFORE THEY HATCH,GO DOWN TO THE GENES BEFORE GETTING INJURED
daniel,0,mediapipe,3.166576385498047,0.03340506553649902,0.033324241638183594,1.7694599628448486,0.8333333333333334,6,0.75,29,SLOW AND STEADY WINS THE RACE,GOING TOGETHER WITH THE WIND
daniel,0,mediapipe,4.599912881851196,0.033362627029418945,0.03334498405456543,2.7343180179595947,0.9090909090909091,11,0.717948717948718,49,DO UNTO OTHERS AS YOU WOULD HAVE THEM DO UNTO YOU,TO IGNORE IT AND DON'T WANT TO HAVE THAT TO IGNORE YOU
daniel,0,mediapipe,3.5331525802612305,0.03332996368408203,0.03338193893432617,1.9678118228912354,1.0,11,0.8484848484848485,43,A BIRD IN THE HAND IS WORTH TWO IN THE BUSH,I'M PRETTY SICK WITH GROWING DEPRESSION
daniel,0,mediapipe,2.2332165241241455,0.033329010009765625,0.03340935707092285,1.3009214401245117,0.0,4,0.0,15,NO PAIN NO GAIN,NO PAIN NO GAIN
daniel,0,mediapipe,2.2998788356781006,0.03341960906982422,0.03340864181518555,1.334303855895996,1.0,6,0.8421052631578947,24,HIT THE NAIL ON THE HEAD,AND NOW AT
daniel,0,mediapipe,3.5000112056732178,0.03339242935180664,0.03333687782287598,2.0010159015655518,1.0,5,0.8518518518518519,31,ACTIONS SPEAK LOUDER THAN WORDS,I SHOULDN'T BE GUILTY WITH
daniel,0,mediapipe,2.7332544326782227,0.03345680236816406,0.03346729278564453,1.6674079895019531,1.0,6,0.6818181818181818,27,THE DEVIL IS IN THE DETAILS,I DIDN'T HAVE TO GO INTO THE DETAILS
daniel,0,mediapipe,3.2666029930114746,0.03331756591796875,0.033379554748535156,1.637178659439087,0.3333333333333333,6,0.21428571428571427,33,I TRAVELLED TO ITALY LAST WEEKEND,I TRAVELLED TO IT LAST WEEK
daniel,0,mediapipe,2.3333053588867188,0.03338766098022461,0.03329825401306152,1.3361694812774658,1.0,3,0.5833333333333334,14,LIVE AND LEARN,I LIVE HERE
daniel,0,mediapipe,3.4666452407836914,0.03340744972229004,0.03330659866333008,1.8348321914672852,0.375,8,0.21875,39,BRAZILIAN FOOD IS THE BEST IN THE WORLD,BRAZIL INFLUENCES THE BEST IN THE WORLD
daniel,0,mediapipe,5.333240985870361,0.03342008590698242,0.03332257270812988,2.9674365520477295,1.1111111111111112,9,0.7560975609756098,49,AIRPLANE CRASHES ARE NOT AS COMMON AS CAR CRASHES,I PLAYED A CHRISTIAN I GOT THIS NORMAL EXACT CHRISTIAN
daniel,0,mediapipe,2.633110761642456,0.03356456756591797,0.03322958946228027,1.4342310428619385,1.25,4,0.8421052631578947,22,BETTER LATE THAN NEVER,BUT GUYS I LOVE YOU
daniel,0,mediapipe,2.966651678085327,0.03344154357910156,0.03329920768737793,1.5343523025512695,0.42857142857142855,7,0.25,34,GOOD THINGS COME TO THOSE WHO WAIT,GOOD THINGS COME TO LOSE WEIGHT
daniel,0,mediapipe,3.7664976119995117,0.033408403396606445,0.03328871726989746,2.2009363174438477,1.0,8,0.7931034482758621,36,IT AINT OVER TILL THE FAT LADY SINGS,AND I THOUGHT OF THIS AS A FASCINATING
daniel,0,mediapipe,3.5998480319976807,0.033544301986694336,0.03316140174865723,1.9350273609161377,0.7142857142857143,7,0.5,28,HES A CHIP OFF THE OLD BLOCK,HAS THE SHEEP OF THE OLD BOY
daniel,0,mediapipe,3.3999125957489014,0.033486127853393555,0.03323960304260254,1.9343349933624268,0.75,8,0.5555555555555556,34,YOU CANT JUDGE A BOOK BY ITS COVER,YOU CAN JUST PLAY BY SOFT
daniel,0,mediapipe,2.7664384841918945,0.0334775447845459,0.033283233642578125,1.5342421531677246,1.25,4,0.5294117647058824,20,LOOK BEFORE YOU LEAP,LOOK AT ME FOR A CLIP
daniel,0,mediapipe,2.533277988433838,0.03344249725341797,0.03329181671142578,1.4341785907745361,0.2,5,0.06666666666666667,19,ITS A PIECE OF CAKE,IT'S A PIECE OF CAKE
daniel,0,mediapipe,4.6666505336761475,0.03346395492553711,0.0333096981048584,2.5016939640045166,0.0,11,0.0,46,THE OCEAN IS NOT AS BIG AS MY LOVE FOR SCIENCE,THE OCEAN IS NOT AS BIG AS MY LOVE FOR SCIENCE
daniel,0,mediapipe,2.566567897796631,0.033362627029418945,0.03334951400756836,1.4677791595458984,1.0,3,0.875,18,IGNORANCE IS BLISS,I USUALLY SUSPECT
daniel,0,mediapipe,3.4664759635925293,0.03348135948181152,0.03343939781188965,2.0340404510498047,0.3333333333333333,9,0.3333333333333333,41,WELL CROSS THAT BRIDGE WHEN WE COME TO IT,WELL CELEBRATION WHEN WE COME TO IT
daniel,0,mediapipe,3.2666382789611816,0.0334014892578125,0.03333330154418945,1.8007581233978271,0.8333333333333334,6,0.5555555555555556,32,TIME FLIES WHEN YOURE HAVING FUN,I'M GLAD WE COULD HAVE FUN
daniel,0,mediapipe,2.533143997192383,0.03341531753540039,0.033339738845825195,1.5010535717010498,1.0,6,0.8,25,HE HAS BIGGER FISH TO FRY,IT'S BEEN OFFICIAL FRIDAY
daniel,0,mediapipe,5.166477680206299,0.033374786376953125,0.03331136703491211,3.0010645389556885,0.5,10,0.2553191489361702,56,THE ROBOT CANT MAKE AN OMELET WITHOUT BREAKING SOME EGGS,THE ROBERT CAN MAKE NORMALLY WITHOUT BREAKING SOME ICE
daniel,0,mediapipe,3.233276605606079,0.033513784408569336,0.03330683708190918,1.868286371231079,0.8571428571428571,7,0.4782608695652174,29,YOUR GUESS IS AS GOOD AS MINE,YOU CAN ASK THIS AS YOURS MINE
daniel,0,mediapipe,3.266456365585327,0.03335881233215332,0.03350090980529785,2.000786304473877,0.5714285714285714,7,0.3103448275862069,35,A PICTURE IS WORTH A THOUSAND WORDS,I'M BACK TO THIS WORTH A THOUSAND WORDS
david,0,mediapipe,2.1666383743286133,0.03341865539550781,0.033332109451293945,1.3008732795715332,0.4,5,0.19047619047619047,25,ITS RAINING CATS AND DOGS,HE'S TRAINING CATS AND DOGS
david,0,mediapipe,2.966578245162964,0.03358578681945801,0.0332486629486084,1.6011788845062256,0.16666666666666666,6,0.15384615384615385,31,EVERY CLOUD HAS A SILVER LINING,EVERY CLOUD HAS A SILVER LIGHT
david,0,mediapipe,3.2666497230529785,0.0333714485168457,0.033362388610839844,1.8676109313964844,0.7142857142857143,7,0.4722222222222222,42,DONT COUNT YOUR CHICKENS BEFORE THEY HATCH,LOOK OUT YOUR CHEEKS BEFORE A CAGE
david,0,mediapipe,2.5665948390960693,0.03342437744140625,0.03332042694091797,1.4678246974945068,0.8333333333333334,6,0.6666666666666666,29,SLOW AND STEADY WINS THE RACE,SO SINCE HE WAS THE GREATEST
david,0,mediapipe,4.166569232940674,0.03352856636047363,0.03327488899230957,2.3341453075408936,0.9090909090909091,11,0.7692307692307693,49,DO UNTO OTHERS AS YOU WOULD HAVE THEM DO UNTO YOU,WHO ARE THE QUESTIONS THAT YOU WILL HAVE THEM WHO ARE THE TWO
david,0,mediapipe,3.733304977416992,0.033383846282958984,0.03331637382507324,2.0677552223205566,0.9090909090909091,11,0.6363636363636364,43,A BIRD IN THE HAND IS WORTH TWO IN THE BUSH,A BOOK THAT THIS WORKS THROUGH IT MUCH
david,0,mediapipe,4.39986515045166,0.03335309028625488,0.03334474563598633,2.700988531112671,0.5,12,0.3684210526315789,68,MY MOTHER INVITED ME TO THE RESTAURANT FOR HER BIRTHDAY THIS EVENING,MY MASTER INVITED ME TO A GREAT RESULT FOR I PERSONALLY THIS EVENING
david,0,mediapipe,1.7998197078704834,0.033417463302612305,0.03333592414855957,1.134228229522705,1.0,4,0.9166666666666666,15,NO PAIN NO GAIN,OBEDIENT OR HATED
david,0,mediapipe,2.433136224746704,0.03347444534301758,0.03325176239013672,1.4688282012939453,0.8333333333333334,6,0.8947368421052632,24,HIT THE NAIL ON THE HEAD,IT'S NOTHING ON THIRTY EIGHT
david,0,mediapipe,3.4332635402679443,0.033334970474243164,0.033379316329956055,1.8342688083648682,0.0,5,0.0,31,ACTIONS SPEAK LOUDER THAN WORDS,ACTIONS SPEAK LOUDER THAN WORDS
david,0,mediapipe,2.466618776321411,0.03335309028625488,0.033553123474121094,1.4703185558319092,0.8333333333333334,6,0.7272727272727273,27,THE DEVIL IS IN THE DETAILS,GOOD EVENING IS NOT THAT NICE
david,0,mediapipe,1.7998981475830078,0.033477783203125,0.03339719772338867,1.0673084259033203,1.0,3,0.75,14,LIVE AND LEARN,AND EVEN HERE
david,0,mediapipe,2.7665865421295166,0.033380746841430664,0.03333640098571777,1.7010219097137451,0.7142857142857143,7,0.5185185185185185,33,I AM SCARED OF HAVING BAD RESULTS,I'M CERTAIN OF HAVING MY TRUST
david,0,mediapipe,2.3666162490844727,0.03336596488952637,0.03335976600646973,1.4342319965362549,2.0,4,1.0526315789473684,22,BETTER LATE THAN NEVER,BUT YOU CAN LISTEN THAT THING FOR YOU
david,0,mediapipe,2.766631841659546,0.033379554748535156,0.0332646369934082,1.7010157108306885,0.5714285714285714,7,0.39285714285714285,34,GOOD THINGS COME TO THOSE WHO WAIT,GOOD THINGS COME YOU DON'T KNOW WHY
david,0,mediapipe,3.0665900707244873,0.0335543155670166,0.033208608627319336,1.7675659656524658,1.0,8,0.7241379310344828,36,IT AINT OVER TILL THE FAT LADY SINGS,THAT HE TAKEN OVER THE FACT THAT HE SAYS
david,0,mediapipe,2.9999661445617676,0.03336477279663086,0.033367156982421875,1.601010799407959,0.5714285714285714,7,0.36363636363636365,28,HES A CHIP OFF THE OLD BLOCK,HEY GUYS JIM OF THE OLD BLOCK
david,0,mediapipe,2.7664802074432373,0.03333282470703125,0.03337860107421875,1.7344191074371338,1.0,7,0.7272727272727273,28,TODAY IS GONNA BE A NICE DAY,IT REALLY IS GOING TO BE NEXT THE
david,0,mediapipe,3.0000083446502686,0.0333402156829834,0.03338623046875,1.767772912979126,0.125,8,0.037037037037037035,34,YOU CANT JUDGE A BOOK BY ITS COVER,YOU CAN JUDGE A BOOK BY ITS COVER
david,0,mediapipe,2.7331385612487793,0.03333592414855957,0.033353328704833984,1.6679778099060059,0.25,8,0.24242424242424243,41,I HOPE THIS DATA COLLECTION WILL GO WELL ,I HOPE THIS THAT CALCULATION WILL GO WELL
david,0,mediapipe,2.0665600299835205,0.03351736068725586,0.033324241638183594,1.1042728424072266,0.5,4,0.17647058823529413,20,LOOK BEFORE YOU LEAP,LOOK BEFORE YOUR LIP
david,0,mediapipe,1.7665762901306152,0.0333406925201416,0.03348422050476074,1.1007845401763916,0.2,5,0.06666666666666667,19,ITS A PIECE OF CAKE,IT'S A PIECE OF CAKE
david,0,mediapipe,1.6666009426116943,0.03351306915283203,0.03321647644042969,1.2011680603027344,1.0,3,0.8125,18,IGNORANCE IS BLISS,YOUR CURRENCY IS BASED
david,0,mediapipe,2.3665497303009033,0.03352785110473633,0.033196449279785156,1.5035765171051025,0.8888888888888888,9,0.6363636363636364,41,WELL CROSS THAT BRIDGE WHEN WE COME TO IT,WELCOME TO LISTENING BRITISH WELCOME TO
david,0,mediapipe,2.5331716537475586,0.0335845947265625,0.033158302307128906,1.5683417320251465,1.1666666666666667,6,0.6666666666666666,32,TIME FLIES WHEN YOURE HAVING FUN,THE M FLAGS WERE DRIVING FOR THE
david,0,mediapipe,3.2665698528289795,0.033390045166015625,0.03343319892883301,1.7342915534973145,0.8333333333333334,6,0.65,25,HE HAS BIGGER FISH TO FRY,CAN IT BE FINISHED TO TRY
david,0,mediapipe,2.4664080142974854,0.033359527587890625,0.033380985260009766,1.4015178680419922,0.8,5,0.5714285714285714,25,PLEASE DONT MAKE IT CRASH,PLEASE NOT SPEAKING FRENCH
david,0,mediapipe,3.833038330078125,0.03344011306762695,0.033251285552978516,2.2342145442962646,0.9,10,0.6808510638297872,56,THE ROBOT CANT MAKE AN OMELET WITHOUT BREAKING SOME EGGS,DURING OUR MODERN DAYS BEATING THEM IN WITHOUT BREAKING SOMEBODY ELSE
david,0,mediapipe,2.6665289402008057,0.03348422050476074,0.03348994255065918,1.6007392406463623,0.14285714285714285,7,0.17391304347826086,29,YOUR GUESS IS AS GOOD AS MINE,YOUR CASE IS AS GOOD AS MINE
david,0,mediapipe,3.199955463409424,0.033342599868774414,0.03339838981628418,2.001098155975342,0.8571428571428571,7,0.7241379310344828,35,A PICTURE IS WORTH A THOUSAND WORDS,A BIGGER NETWORK'S INTEGRITY TOWARDS
florence,0,mediapipe,2.5332648754119873,0.03351736068725586,0.033211708068847656,1.3711662292480469,1.0,5,0.8095238095238095,25,ITS RAINING CATS AND DOGS,HISTORY GUESSES GOOD
florence,0,mediapipe,3.2331295013427734,0.03337359428405762,0.033342599868774414,1.8676769733428955,0.5,6,0.3076923076923077,31,EVERY CLOUD HAS A SILVER LINING,IF IT ALONE HAS A SILVER LINING
florence,0,mediapipe,2.933288097381592,0.03333330154418945,0.0334017276763916,1.7343177795410156,0.5714285714285714,7,0.2777777777777778,42,DONT COUNT YOUR CHICKENS BEFORE THEY HATCH,DON'T HOLD YOUR CHEEKS BEFORE THEY CATCH
florence,0,mediapipe,2.66658878326416,0.03354024887084961,0.03326535224914551,1.467456579208374,1.0,6,0.5833333333333334,29,SLOW AND STEADY WINS THE RACE,YOU WILL STUDY WINTER WEEKS
florence,0,mediapipe,5.133120059967041,0.033406734466552734,0.033254384994506836,2.869080066680908,0.6363636363636364,11,0.28205128205128205,49,DO UNTO OTHERS AS YOU WOULD HAVE THEM DO UNTO YOU,TO TO OTHERS AND YOU WILL HAVE THEM TO TO TO YOU
florence,0,mediapipe,3.6665103435516357,0.033339738845825195,0.03332638740539551,1.8676533699035645,0.6363636363636364,11,0.48484848484848486,43,A BIRD IN THE HAND IS WORTH TWO IN THE BUSH,UPON IN THE HEAD IT WAS DURING THE BUSH
